17500,17500
17500,17500
17500,17500
8612,65482
8612,55042
5353,5353
137,137
137,137
5355,60729
5355,60474
5355,60046
5355,63553
5355,60739
137,137
5355,57282
137,137
137,137
137,137
137,137
137,137
10505,62735
137,137
1900,56159
3289,64376
137,137
137,137
137,137
137,137
54915,54915
1900,1901
1900,1901
5353,5353
1900,58472
5353,5353
5353,5353
5353,5353
5353,5353
5353,5353
5353,5353
5353,5353
5353,5353
137,137
1900,58472
137,137
5353,5353
138,138
5353,5353
138,138
138,138
138,138
138,138
138,138
138,138
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
5353,5353
1985,1985
54915,54915
137,137
137,137
137,137
137,137
137,137
137,137
137,137
1900,63573
1900,56159
1900,56159
1900,56159
5353,5353
5353,5353
5353,5353
1900,53735
1900,53735
1985,1985
137,137
137,137
137,137
5355,56159
5355,64343
5355,50821
5355,60468
5355,57272
5353,5353
5353,5353
5355,55061
5355,51289
137,137
137,137
137,137
137,137
137,137
5353,5353
5353,5353
5353,5353
137,137
137,137
137,137
138,138
138,138
137,137
137,137
10505,62738
137,137
5355,58015
5355,64343
137,137
5355,50821
5355,60468
5355,57272
5353,5353
5353,5353
54915,54915
5355,55061
5355,51289
137,137
137,137
137,137
137,137
5353,5353
5353,5353
137,137
5353,5353
5353,5353
137,137
137,137
8610,60093
8610,60093
5353,5353
137,137
1900,56159
137,137
137,137
137,137
137,137
54915,54915
1900,58472
137,137
1900,58472
137,137
1900,58472
137,137
137,137
1985,1985
137,137
137,137
137,137
5353,5353
137,137
10505,54837
137,137
54915,54915
138,138
1900,63573
137,137
1985,1985
5353,5353
137,137
1900,53735
1900,53735
137,137
137,137
137,137
138,138
137,137
137,137
5355,54328
5355,57703
137,137
5355,53120
5353,5353
137,137
137,137
5355,53065
5355,49982
5353,5353
54915,54915
137,137
5355,53120
5355,63075
5355,57703
5355,54328
5353,5353
5355,53065
5355,49982
137,137
5355,52537
137,137
137,137
137,137
137,137
3702,64116
3702,64116
137,137
1900,56159
54915,54915
1900,58472
5353,5353
5355,64038
137,137
5355,64038
137,137
5353,5353
5355,56092
137,137
138,138
137,137
137,137
5353,5353
8612,50582
8612,62419
5353,5353
137,137
5353,5353
1900,58472
1211,57949
5355,56092
1985,1985
5355,51042
137,137
5353,5353
5353,5353
3702,51851
137,137
54915,54915
1900,63573
137,137
5355,63979
137,137
5353,5353
5355,51042
137,137
5353,5353
5353,5353
1900,53735
1900,53735
5355,64156
5355,63979
137,137
5355,50207
5355,61850
5355,58772
137,137
5353,5353
137,137
10505,54843
137,137
5355,49199
1900,1901
1900,1901
5353,5353
5353,5353
54915,54915
5355,61850
5355,50207
5353,5353
5353,5353
5353,5353
5353,5353
5355,58772
5353,5353
5355,58219
5353,5353
5355,58219
137,137
138,138
137,137
5353,5353
5353,5353
1985,1985
1900,56159
1900,1901
1900,1901
5353,5353
1900,58472
54915,54915
137,137
5353,5353
137,137
5353,5353
137,137
5353,5353
5353,5353
5353,5353
5353,5353
5353,5353
1985,1985
1900,58472
3289,64376
10505,54846
5353,5353
137,137
1900,1901
1900,1901
5353,5353
54915,54915
137,137
5353,5353
5353,5353
5353,5353
53,60277
60277,53
17500,17500
17500,17500
5353,5353
137,137
137,137
54915,54915
5353,5353
5353,5353
137,137
137,137
1985,1985
137,137
5355,50524
5353,5353
137,137
1900,56159
137,137
10505,54849
5355,50524
1900,58472
137,137
54915,54915
137,137
5355,62923
5355,56033
137,137
137,137
137,137
1985,1985
8612,56036
8612,56036
17500,17500
17500,17500
137,137
137,137
5355,52125
5355,52231
5355,62923
5355,56033
137,137
1900,58472
5353,5353
5353,5353
5353,5353
137,137
137,137
137,137
137,137
5355,52231
5355,52125
54915,54915
5353,5353
5353,5353
138,138
137,137
5353,5353
5353,5353
137,137
5355,55326
5355,53250
5355,53940
137,137
5355,55326
5355,53250
5355,53940
137,137
8612,64599
8612,61032
52217,50880
137,137
137,137
137,137
5355,51011
137,137
137,137
137,137
137,137
1985,1985
8612,56343
8612,56343
5353,5353
5353,5353
54915,54915
5355,51011
52217,50880
137,137
5353,5353
5353,5353
5353,5353
137,137
137,137
5353,5353
5353,5353
5353,5353
123,123
137,137
137,137
137,137
137,137
137,137
5353,5353
123,123
5355,64463
5355,52272
5353,5353
137,137
5355,64463
5355,52272
1900,56159
5353,5353
137,137
1985,1985
137,137
5353,5353
54915,54915
137,137
5353,5353
137,137
137,137
137,137
5353,5353
137,137
137,137
5353,5353
62036,443
443,62036
8612,55592
8612,55592
137,137
5353,5353
5353,5353
5353,5353
137,137
54915,54915
137,137
137,137
5353,5353
5353,5353
137,137
5353,5353
137,137
1985,1985
5353,5353
5353,5353
137,137
137,137
5353,5353
54915,54915
137,137
137,137
138,138
137,137
5353,5353
5353,5353
8612,57328
8612,57328
137,137
10505,54858
5355,58850
137,137
5355,58083
1900,1901
1900,1901
5355,60816
1985,1985
5355,64517
5355,58083
5355,60816
5355,64517
137,137
137,137
54915,54915
137,137
137,137
137,137
5355,58850
137,137
137,137
137,137
137,137
5355,57475
137,137
1900,1901
1900,1901
137,137
5353,5353
137,137
137,137
5355,57475
54915,54915
8612,51012
5353,5353
137,137
1985,1985
137,137
5353,5353
5353,5353
137,137
5355,63192
5355,63794
5353,5353
137,137
137,137
5353,5353
5353,5353
137,137
5353,5353
5353,5353
5353,5353
137,137
137,137
5353,5353
137,137
3289,64376
5355,51680
5355,62437
10505,54861
1900,1901
1900,1901
5353,5353
5355,63192
5355,63794
5355,56812
138,138
137,137
5355,56812
137,137
137,137
54915,54915
137,137
137,137
137,137
137,137
137,137
8612,52243
8612,52243
137,137
137,137
1985,1985
8612,56344
5353,5353
5353,5353
8612,61576
8612,56767
5353,5353
137,137
137,137
5355,57277
5355,61081
137,137
5353,5353
137,137
137,137
137,137
137,137
137,137
5353,5353
137,137
137,137
5355,57277
5355,61081
54915,54915
5353,5353
5353,5353
137,137
137,137
5353,5353
8612,56191
8612,56191
137,137
8612,52014
8612,52014
5353,5353
137,137
137,137
137,137
137,137
10505,54864
137,137
54915,54915
17500,17500
137,137
1985,1985
137,137
5353,5353
137,137
137,137
137,137
5353,5353
137,137
67,68
137,137
137,137
54915,54915
1985,1985
52217,50576
137,137
137,137
52217,50576
137,137
137,137
137,137
10505,54867
137,137
5353,5353
5353,5353
5353,5353
5353,5353
5353,5353
5353,5353
137,137
137,137
54915,54915
52217,50576
5353,5353
5353,5353
137,137
137,137
5355,50620
137,137
137,137
5355,50620
137,137
53,60277
60277,53
137,137
137,137
1985,1985
5353,5353
1985,1985
137,137
5353,5353
5353,5353
54915,54915
137,137
137,137
137,137
137,137
137,137
5353,5353
137,137
137,137
17500,17500
17500,17500
137,137
5353,5353
10505,54870
137,137
1985,1985
137,137
5353,5353
137,137
5353,5353
5353,5353
137,137
5353,5353
5353,5353
54915,54915
5353,5353
137,137
137,137
5353,5353
5353,5353
5353,5353
137,137
5353,5353
137,137
5355,52066
5355,56292
1211,57949
5353,5353
5353,5353
138,138
137,137
5353,5353
137,137
5355,52066
5355,56292
5353,5353
137,137
5353,5353
5353,5353
5353,5353
54915,54915
5353,5353
137,137
5353,5353
5353,5353
137,137
5353,5353
137,137
137,137
137,137
8612,63749
8612,49411
5353,5353
1985,1985
5353,5353
137,137
17500,17500
17500,17500
1900,1901
1900,1901
10505,54873
5353,5353
137,137
137,137
5353,5353
137,137
54915,54915
5353,5353
137,137
5353,5353
137,137
8612,56192
1985,1985
5353,5353
5353,5353
8612,52015
5353,5353
5353,5353
1900,1901
1900,1901
137,137
5353,5353
137,137
54915,54915
137,137
17500,17500
17500,17500
17500,17500
5353,5353
137,137
137,137
5355,59093
5355,57834
137,137
137,137
1900,1901
1900,1901
10505,54876
137,137
137,137
5355,57834
5355,59093
5353,5353
54915,54915
137,137
1985,1985
137,137
137,137
137,137
137,137
137,137
5355,50675
1985,1985
5355,53656
137,137
137,137
5353,5353
54915,54915
137,137
5355,53656
5353,5353
5353,5353
5353,5353
5353,5353
137,137
137,137
137,137
5353,5353
5353,5353
5353,5353
137,137
5353,5353
5355,52736
5353,5353
5355,52736
10505,53442
137,137
137,137
137,137
137,137
54915,54915
137,137
137,137
137,137
137,137
137,137
5353,5353
137,137
54915,54915
1985,1985
137,137
137,137
137,137
138,138
138,138
137,137
138,138
137,137
1985,1985
137,137
137,137
5355,53201
5355,57816
137,137
8610,54789
8610,54789
5355,50484
5355,50484
137,137
137,137
54915,54915
5355,53201
5355,57816
137,137
5353,5353
5355,64208
137,137
5355,64208
137,137
137,137
137,137
137,137
138,138
5353,5353
8612,59771
8612,52060
137,137
137,137
137,137
137,137
54915,54915
137,137
137,137
137,137
5353,5353
137,137
137,137
137,137
137,137
1985,1985
10505,53448
137,137
137,137
5353,5353
137,137
54915,54915
5353,5353
137,137
1985,1985
137,137
5355,54639
137,137
137,137
137,137
5355,54639
137,137
138,138
1900,59973
5355,59757
137,137
137,137
5353,5353
5353,5353
5355,59757
5353,5353
5353,5353
54915,54915
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
1900,1901
1900,1901
10505,53451
137,137
137,137
137,137
54915,54915
137,137
1985,1985
137,137
137,137
137,137
137,137
1900,1901
1900,1901
1985,1985
137,137
137,137
137,137
137,137
137,137
5355,63239
5355,59532
54915,54915
137,137
5355,59532
5355,63239
137,137
137,137
137,137
5355,64468
1900,1901
1900,1901
10505,53454
137,137
1900,59973
5355,64468
5353,5353
137,137
5353,5353
54915,54915
137,137
17500,17500
17500,17500
137,137
138,138
5353,5353
137,137
5353,5353
137,137
137,137
5355,51995
5355,62614
5353,5353
5353,5353
137,137
137,137
54915,54915
5353,5353
5355,62614
5355,51995
137,137
5353,5353
5353,5353
137,137
137,137
1985,1985
8612,54936
8612,51335
10505,53457
137,137
137,137
5355,55591
17500,17500
17500,17500
5355,55591
54915,54915
137,137
137,137
5355,65339
5355,64306
5355,60161
5355,64508
137,137
1900,59973
137,137
5353,5353
137,137
54915,54915
137,137
137,137
53,60277
60277,53
1985,1985
10505,61717
137,137
54915,54915
1985,1985
5353,5353
137,137
62036,443
443,62036
5355,54104
5355,60799
5355,54104
5355,60799
137,137
137,137
54915,54915
137,137
8612,62616
8612,62616
137,137
137,137
5355,62724
10505,57284
1900,59973
137,137
5355,62724
5353,5353
54915,54915
137,137
1985,1985
137,137
1211,57949
8612,56347
8612,56347
5355,53159
137,137
137,137
8612,57548
8612,57548
5355,53159
1985,1985
137,137
54915,54915
5355,63098
5355,63098
137,137
8612,57331
8612,57331
1900,1901
1900,1901
137,137
137,137
137,137
10505,57287
5355,56765
54915,54915
5355,56765
137,137
137,137
137,137
1900,1901
1900,1901
8612,64976
8612,62178
1900,59973
5353,5353
5353,5353
1985,1985
5355,54989
5355,51657
5355,54574
5355,49736
137,137
54915,54915
137,137
137,137
1900,1901
137,137
1985,1985
10505,64840
54915,54915
137,137
5353,5353
137,137
8612,52248
8612,52248
137,137
1900,56159
5355,61613
54915,54915
5353,5353
137,137
138,138
137,137
1985,1985
1900,59973
10505,50458
17500,17500
5355,61613
5355,49770
5353,5353
138,138
54915,54915
137,137
137,137
138,138
8612,62725
5355,49770
5353,5353
5353,5353
1985,1985
5355,52093
138,138
5355,52093
137,137
137,137
5355,52611
5355,50044
137,137
5355,50044
5355,52611
5355,64453
1985,1985
5353,5353
5353,5353
5355,64453
138,138
137,137
137,137
137,137
1900,56159
8612,56348
137,137
5355,58652
54915,54915
8612,56194
8612,56194
8612,52017
8612,52017
1985,1985
53,61593
61593,53
443,62853
62853,443
443,62853
443,62853
62853,443
62853,443
443,62853
443,62853
443,62853
443,62853
62853,443
62853,443
62853,443
443,62853
443,62853
443,62853
443,62853
62853,443
62853,443
443,62853
62853,443
62853,443
443,62853
443,62853
443,62853
5353,5353
5355,58758
62853,443
5355,52773
5355,53039
137,137
138,138
5355,54874
5355,54441
5355,58652
137,137
5355,54917
137,137
5355,54917
54915,54915
137,137
17500,17500
137,137
5353,5353
5353,5353
1985,1985
5353,5353
5353,5353
5353,5353
5353,5353
5353,5353
137,137
5353,5353
8612,55072
8612,50005
10505,50464
5355,50255
5355,50255
137,137
54915,54915
137,137
5355,59756
137,137
138,138
5355,59602
137,137
5353,5353
5353,5353
5353,5353
5353,5353
5353,5353
5355,59756
5355,59602
137,137
1900,56159
137,137
137,137
1985,1985
137,137
137,137
137,137
5355,55310
5355,51538
54915,54915
137,137
137,137
5355,65011
137,137
5355,56480
5353,5353
5353,5353
137,137
1900,58472
5353,5353
5353,5353
17500,17500
5355,51538
1900,1901
1900,1901
5355,63905
5355,65011
5355,56480
53,51752
51752,53
137,137
137,137
137,137
10505,50467
5353,5353
137,137
137,137
1900,58472
1900,58472
137,137
137,137
137,137
3702,51851
137,137
3702,51851
1985,1985
54915,54915
137,137
5353,5353
5353,5353
137,137
138,138
137,137
1900,1901
1900,1901
137,137
137,137
137,137
17500,17500
17500,17500
17500,17500
54915,54915
137,137
137,137
137,137
137,137
137,137
5355,60642
5355,64307
5355,54396
1900,1901
10505,50470
5353,5353
1900,56159
5355,64307
5355,60642
5355,54396
137,137
1985,1985
137,137
54915,54915
137,137
137,137
137,137
138,138
137,137
5355,51954
5355,55759
1900,58472
5355,51954
5355,55759
1985,1985
1900,58472
1900,58472
5353,5353
137,137
8612,56195
8612,52018
5355,61708
137,137
137,137
137,137
5355,65532
5355,50165
54915,54915
5353,5353
5355,61708
5353,5353
5355,65532
5355,50165
5355,58086
5353,5353
5353,5353
5355,58086
137,137
137,137
137,137
10505,52525
54915,54915
137,137
137,137
137,137
1985,1985
8612,56810
8612,59167
5355,53794
1900,56159
5355,53794
137,137
54915,54915
137,137
137,137
1985,1985
1900,58472
137,137
10505,58874
1900,58472
1900,58472
5353,5353
137,137
137,137
54915,54915
137,137
137,137
137,137
137,137
8610,54629
8610,54629
5222,62854
62854,5222
137,137
5355,61387
54915,54915
3544,57378
137,137
137,137
137,137
5355,55760
137,137
1985,1985
137,137
5355,61387
137,137
5353,5353
5355,52873
1985,1985
5355,55760
10505,62685
1900,56159
5353,5353
5355,64292
5353,5353
137,137
137,137
137,137
5355,52873
137,137
137,137
54915,54915
1211,57949
137,137
5355,64292
137,137
1900,58472
5355,59242
137,137
5353,5353
137,137
5355,51979
137,137
5355,59242
138,138
137,137
5353,5353
5353,5353
137,137
5355,51979
137,137
54915,54915
1900,58472
3702,51851
3702,51851
137,137
137,137
5355,58899
5355,57789
1900,1901
1900,1901
137,137
1900,54804
137,137
5355,50256
10505,62688
5355,57789
5355,58899
5355,50256
5353,5353
5353,5353
137,137
5353,5353
5353,5353
54915,54915
1985,1985
1985,1985
5353,5353
137,137
137,137
1900,1901
1900,1901
5353,5353
5353,5353
5353,5353
137,137
5353,5353
5353,5353
5353,5353
54915,54915
137,137
1900,58472
1900,1901
1900,1901
5353,5353
8612,56009
10505,62691
137,137
137,137
17500,17500
17500,17500
5353,5353
54915,54915
1900,58472
5353,5353
5353,5353
1900,54804
1985,1985
137,137
137,137
137,137
5353,5353
5355,51223
137,137
5355,56636
137,137
5355,64983
54915,54915
137,137
137,137
5355,51223
137,137
137,137
62036,443
443,62036
5355,56636
5355,64983
17500,17500
17500,17500
10505,62694
137,137
137,137
137,137
5353,5353
5353,5353
5353,5353
137,137
137,137
137,137
137,137
5355,56155
5355,54835
5355,61016
54915,54915
137,137
138,138
137,137
5353,5353
5353,5353
1900,58472
137,137
5355,61016
5355,56155
5355,54835
137,137
137,137
137,137
5355,50811
137,137
137,137
137,137
137,137
5355,50811
137,137
5353,5353
1900,58472
54915,54915
1985,1985
1900,54804
5353,5353
5355,56167
137,137
5353,5353
137,137
137,137
137,137
1985,1985
138,138
137,137
10505,62697
5355,50548
5355,56167
5355,50548
5355,59092
137,137
54915,54915
137,137
5353,5353
137,137
137,137
137,137
5355,64591
5355,56383
137,137
5353,5353
137,137
5355,64591
5355,56383
137,137
54915,54915
137,137
137,137
137,137
137,137
1900,51133
137,137
5353,5353
137,137
137,137
5353,5353
5353,5353
137,137
10505,62700
5355,65056
137,137
5353,5353
5353,5353
5353,5353
138,138
137,137
137,137
137,137
137,137
137,137
137,137
5353,5353
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
5353,5353
5353,5353
137,137
54915,54915
5353,5353
5355,65056
1985,1985
137,137
5353,5353
1900,54804
137,137
137,137
5353,5353
5353,5353
137,137
53,52518
52518,53
5355,64063
5353,5353
137,137
137,137
137,137
8612,56735
8612,57276
137,137
137,137
5353,5353
5355,64063
137,137
137,137
5353,5353
137,137
54915,54915
8612,57334
8612,57334
5353,5353
137,137
5353,5353
137,137
5355,61581
5355,53971
1900,1901
1900,1901
137,137
137,137
10505,62703
5355,61581
5355,53971
137,137
137,137
137,137
137,137
5355,63286
137,137
137,137
137,137
5355,65129
5355,51697
5355,56276
8612,61332
8612,61332
137,137
137,137
5353,5353
54915,54915
137,137
1900,51133
5353,5353
1900,1901
1900,1901
5355,63286
1985,1985
5353,5353
8612,56385
8612,56385
5353,5353
5355,51697
5355,56276
5355,65129
138,138
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
5355,57882
5355,61659
5355,56600
5353,5353
5353,5353
137,137
1985,1985
137,137
137,137
137,137
5355,64949
5355,53343
5355,52342
54915,54915
5353,5353
5353,5353
137,137
5355,61659
5355,57882
5355,56600
5353,5353
1900,54804
137,137
1900,1901
1900,1901
5353,5353
5353,5353
5355,52342
5355,53343
5355,64949
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
8612,64066
8612,64066
3289,64950
5355,58782
5353,5353
10505,62706
137,137
137,137
137,137
137,137
5353,5353
5353,5353
137,137
137,137
5355,65293
137,137
5355,49420
137,137
5355,58782
5353,5353
54915,54915
137,137
5353,5353
137,137
137,137
137,137
137,137
5353,5353
138,138
137,137
5355,65293
5355,49420
137,137
137,137
137,137
5353,5353
5353,5353
137,137
137,137
137,137
137,137
137,137
5353,5353
5353,5353
137,137
5355,60548
137,137
5355,63851
1900,51133
54915,54915
137,137
8612,59080
8612,59080
137,137
137,137
137,137
1985,1985
5355,62423
5355,59932
5355,57065
53,53231
53231,53
443,62856
62856,443
443,62856
443,62856
62856,443
62856,443
443,62856
443,62856
443,62856
443,62856
443,62856
62856,443
62856,443
62856,443
62856,443
443,62856
443,62856
443,62856
443,62856
5355,60548
5355,63851
62856,443
443,62856
62856,443
62856,443
443,62856
443,62856
443,62856
62856,443
137,137
17500,17500
137,137
137,137
1985,1985
10505,62709
5353,5353
137,137
5355,57065
5355,59932
5355,62423
5355,63537
5355,57121
137,137
137,137
137,137
137,137
5355,65034
137,137
137,137
137,137
137,137
137,137
5353,5353
137,137
137,137
137,137
1985,1985
5355,49903
5355,54429
5355,60881
5355,57121
54915,54915
5355,63537
5355,65034
1900,54804
137,137
5355,54429
5355,60881
5355,49903
137,137
137,137
137,137
137,137
137,137
5353,5353
137,137
137,137
137,137
137,137
137,137
137,137
137,137
137,137
138,138
137,137
5353,5353
5353,5353
137,137
54915,54915
137,137
137,137
137,137
137,137
137,137
137,137
137,137
5353,5353
10505,62712
8612,54499
8612,63704
137,137
5355,54236
137,137
1985,1985
5355,54236
137,137
137,137
5353,5353
5353,5353
1985,1985
137,137
54915,54915
1900,51133
137,137
137,137
137,137
137,137
137,137
5355,59386
5355,55617
5355,61125
137,137
137,137
137,137
5355,55617
5355,59386
5355,61125
137,137
137,137
137,137
137,137
17500,17500
17500,17500
137,137
137,137
137,137
8612,58783
54915,54915
137,137
137,137
137,137
5353,5353
137,137
137,137
137,137
137,137
137,137
137,137
1211,57949
8612,63852
137,137
54915,54915
1985,1985
137,137
137,137
137,137
1985,1985
5353,5353
8612,56197
8612,56197
137,137
8612,52020
8612,52020
5353,5353
137,137
5355,62204
137,137
1900,51133
17500,17500
17500,17500
54915,54915
138,138
137,137
1900,1901
1900,1901
137,137
5355,62204
5353,5353
10505,62718
137,137
137,137
5353,5353
137,137
137,137
54915,54915
1900,1901
1900,1901
137,137
137,137
1985,1985
17500,17500
17500,17500
17500,17500
137,137
5355,54702
5355,57091
5353,5353
5353,5353
54915,54915
5353,5353
5353,5353
1900,1901
1900,1901
5355,54702
5355,57091
137,137
3289,64950
137,137
1985,1985
137,137
10505,62721
5353,5353
5353,5353
137,137
5355,57332
5355,50185
138,138
1900,51133
54915,54915
5353,5353
5353,5353
5355,50185
5355,57332
137,137
1900,1900
5353,5353
5353,5353
53,52518
52518,53
5353,5353
137,137
8612,62432
8612,62619
137,137
1900,1900
5355,50127
5353,5353
1900,1900
5355,50127
5353,5353
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
1900,1900
54915,54915
1900,1900
137,137
5353,5353
5353,5353
5353,5353
1985,1985
5353,5353
137,137
137,137
137,137
5355,65133
5355,61490
1900,1900
10505,62357
5353,5353
137,137
5355,61490
5355,65133
137,137
54915,54915
137,137
137,137
1985,1985
137,137
137,137
137,137
1900,58472
137,137
54915,54915
8612,52021
137,137
1900,58472
1900,58472
3702,51851
137,137
1900,1900
5355,58184
10505,62360
5355,58184
3702,51851
1900,1900
8612,56198
1985,1985
137,137
137,137
1900,1900
138,138
137,137
137,137
1900,1900
54915,54915
5353,5353
5353,5353
5353,5353
1900,1900
137,137
137,137
1985,1985
137,137
67,68
137,137
54915,54915
1900,1900
1900,1900
62036,443
443,62036
